election_date,election_name,report_seq,snapshot,report_datetime,ballots_counted_total,ballots_vbm,ballots_election_day,registered_voters,parser,datetime_source,source_url
2020-11-03,Consolidated General Election,6,20201105,2020-11-05T15:59:19,383191,352534,30657,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201105/summary.xml
2020-11-03,Consolidated General Election,7,20201106,2020-11-06T16:15:56,419050,388059,30991,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201106/summary.xml
2020-11-03,Consolidated General Election,8,20201107,2020-11-07T16:21:21,437259,404446,32813,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201107/summary.xml
2020-11-03,Consolidated General Election,9,20201108,2020-11-08T15:58:54,443435,407443,35992,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201108/summary.xml
2020-11-03,Consolidated General Election,10,20201109,2020-11-09T16:04:13,446751,408660,38091,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201109/summary.xml
2020-11-03,Consolidated General Election,11,20201110,2020-11-10T16:10:20,448485,410113,38372,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201110/summary.xml
2020-11-03,Consolidated General Election,12,20201112,2020-11-12T15:49:42,448938,410514,38424,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201112/summary.xml
2020-11-03,Consolidated General Election,13,20201113,2020-11-13T16:01:51,449318,410885,38433,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201113/summary.xml
2020-11-03,Consolidated General Election,14,20201117,2020-11-17T16:12:04,449365,410929,38436,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201117/summary.xml
2020-11-03,Consolidated General Election,15,20201119,2020-11-19T15:51:14,449558,411121,38437,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201119/summary.xml
2020-11-03,Consolidated General Election,16,20201124,2020-11-24T16:01:54,449825,411373,38452,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201124/summary.xml
2020-11-03,Consolidated General Election,17,20201201,2020-12-01T16:45:18,449866,411411,38455,521099,era_c_xml,header,https://www.sfelections.org/results/20201103/data/20201201/summary.xml
2021-09-14,California Gubernatorial Recall Election,1,20210914_1,2021-09-14T20:46:28,246319,246319,0,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210914_1/summary.xml
2021-09-14,California Gubernatorial Recall Election,2,20210914_2,2021-09-14T21:41:00,261077,246319,14758,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210914_2/summary.xml
2021-09-14,California Gubernatorial Recall Election,3,20210914_3,2021-09-14T22:34:45,268166,246319,21847,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210914_3/summary.xml
2021-09-14,California Gubernatorial Recall Election,4,20210914_4,2021-09-14T23:27:42,268285,246319,21966,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210914_4/summary.xml
2021-09-14,California Gubernatorial Recall Election,5,20210915,2021-09-15T15:53:13,269473,247507,21966,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210915/summary.xml
2021-09-14,California Gubernatorial Recall Election,6,20210916,2021-09-16T15:52:40,295719,273753,21966,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210916/summary.xml
2021-09-14,California Gubernatorial Recall Election,7,20210917,2021-09-17T16:02:39,319577,297611,21966,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210917/summary.xml
2021-09-14,California Gubernatorial Recall Election,8,20210918,2021-09-18T15:27:48,330645,308679,21966,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210918/summary.xml
2021-09-14,California Gubernatorial Recall Election,9,20210920,2021-09-20T15:55:43,336626,308679,27947,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210920/summary.xml
2021-09-14,California Gubernatorial Recall Election,10,20210921,2021-09-21T16:13:14,340349,311610,28739,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210921/summary.xml
2021-09-14,California Gubernatorial Recall Election,11,20210922,2021-09-22T16:02:19,340702,311908,28794,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20210922/summary.xml
2021-09-14,California Gubernatorial Recall Election,12,20211001,2021-10-01T16:00:39,341040,312204,28836,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20211001/summary.xml
2021-09-14,California Gubernatorial Recall Election,13,20211005,2021-10-05T15:38:45,341055,312219,28836,501919,era_c_xml,header,https://www.sfelections.org/results/20210914/data/20211005/summary.xml
2022-02-15,Consolidated Special Municipal Election,1,20220215_1,2022-02-15T20:35:07,119718,119718,0,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220215_1/summary.xml
2022-02-15,Consolidated Special Municipal Election,2,20220215_2,2022-02-15T21:43:44,128826,119718,9108,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220215_2/summary.xml
2022-02-15,Consolidated Special Municipal Election,3,20220215_3,2022-02-15T22:37:11,130302,119718,10584,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220215_3/summary.xml
2022-02-15,Consolidated Special Municipal Election,4,20220217,2022-02-17T16:01:11,149377,138793,10584,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220217/summary.xml
2022-02-15,Consolidated Special Municipal Election,5,20220218,2022-02-18T15:48:46,174528,163944,10584,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220218/summary.xml
2022-02-15,Consolidated Special Municipal Election,6,20220219,2022-02-19T15:08:44,179429,167596,11833,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220219/summary.xml
2022-02-15,Consolidated Special Municipal Election,7,20220222,2022-02-22T15:46:53,179752,167919,11833,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220222/summary.xml
2022-02-15,Consolidated Special Municipal Election,8,20220223,2022-02-23T15:58:17,179981,168069,11912,499771,era_c_xml,header,https://www.sfelections.org/results/20220215/data/20220223/summary.xml
2022-04-19,Special General Election,1,20220419_1,2022-04-19T20:36:52,58659,58659,0,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220419_1/summary.xml
2022-04-19,Special General Election,2,20220419_2,2022-04-19T21:43:13,61965,58659,3306,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220419_2/summary.xml
2022-04-19,Special General Election,3,20220419_3,2022-04-19T22:02:44,61965,58659,3306,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220419_3/summary.xml
2022-04-19,Special General Election,4,20220421,2022-04-21T15:55:26,77994,74688,3306,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220421/summary.xml
2022-04-19,Special General Election,5,20220422,2022-04-22T15:55:09,78690,74975,3715,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220422/summary.xml
2022-04-19,Special General Election,6,20220427,2022-04-27T16:02:43,78764,75049,3715,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220427/summary.xml
2022-04-19,Special General Election,7,20220428,2022-04-28T15:55:59,78764,75049,3715,268722,era_c_xml,header,https://www.sfelections.org/results/20220419/data/20220428/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,1,20220607_1,2022-06-07T20:45:38,109193,109193,0,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220607_1/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,2,20220607_2,2022-06-07T21:37:20,120724,109193,11531,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220607_2/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,3,20220607_3,2022-06-07T22:37:26,127926,109193,18733,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220607_3/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,4,20220607_4,2022-06-07T23:38:31,127926,109193,18733,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220607_4/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,5,20220609,2022-06-09T16:00:11,141788,123055,18733,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220609/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,6,20220610,2022-06-10T15:57:49,184582,165849,18733,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220610/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,7,20220611,2022-06-11T16:01:49,222215,203482,18733,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220611/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,8,20220612,2022-06-12T14:59:47,227955,205918,22037,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220612/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,9,20220614,2022-06-14T15:55:50,228915,206804,22111,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220614/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,10,20220616,2022-06-16T15:55:28,229122,206943,22179,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220616/summary.xml
2022-06-07,Consolidated Statewide Direct Primary Election,11,20220621,2022-06-22T15:37:28,229229,207049,22180,495498,era_c_xml,header,https://www.sfelections.org/results/20220607/data/20220621/summary.xml
2022-11-08,Consolidated General Election,1,20221108_1,2022-11-08T20:42:45,132296,132296,0,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221108_1/summary.xml
2022-11-08,Consolidated General Election,2,20221108_2,2022-11-08T21:30:53,143682,132296,11386,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221108_2/summary.xml
2022-11-08,Consolidated General Election,3,20221108_3,2022-11-08T22:32:04,157996,132296,25700,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221108_3/summary.xml
2022-11-08,Consolidated General Election,4,20221108_4,2022-11-09T00:01:28,158200,132296,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221108_4/summary.xml
2022-11-08,Consolidated General Election,5,20221110,2022-11-10T15:56:41,167798,141894,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221110/summary.xml
2022-11-08,Consolidated General Election,6,20221111,2022-11-11T15:55:17,195327,169423,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221111/summary.xml
2022-11-08,Consolidated General Election,7,20221112,2022-11-12T15:56:05,224871,198967,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221112/summary.xml
2022-11-08,Consolidated General Election,8,20221113,2022-11-13T15:54:55,246515,220611,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221113/summary.xml
2022-11-08,Consolidated General Election,9,20221114,2022-11-14T15:56:48,269050,243146,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221114/summary.xml
2022-11-08,Consolidated General Election,10,20221115,2022-11-15T15:57:35,291726,265822,25904,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221115/summary.xml
2022-11-08,Consolidated General Election,11,20221116,2022-11-16T15:55:51,302256,269797,32459,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221116/summary.xml
2022-11-08,Consolidated General Election,12,20221117,2022-11-17T15:55:56,307121,271860,35261,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221117/summary.xml
2022-11-08,Consolidated General Election,13,20221118,2022-11-18T15:56:32,309294,273848,35446,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221118/summary.xml
2022-11-08,Consolidated General Election,14,20221122,2022-11-22T15:57:07,309994,274402,35592,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221122/summary.xml
2022-11-08,Consolidated General Election,15,20221129,2022-11-29T16:00:22,310071,274476,35595,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221129/summary.xml
2022-11-08,Consolidated General Election,16,20221201,2022-12-01T15:41:43,310071,274476,35595,497561,era_c_xml,header,https://www.sfelections.org/results/20221108/data/20221201/summary.xml
2024-03-05,Presidential Primary Election,1,20240305_1,2024-03-05T20:38:21,83190,83190,0,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240305_1/summary.xml
2024-03-05,Presidential Primary Election,2,20240305_2,2024-03-05T21:39:45,90943,83190,7753,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240305_2/summary.xml
2024-03-05,Presidential Primary Election,3,20240305_3,2024-03-05T22:42:07,104630,83190,21440,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240305_3/summary.xml
2024-03-05,Presidential Primary Election,4,20240305_4,2024-03-05T23:43:56,104760,83190,21570,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240305_4/summary.xml
2024-03-05,Presidential Primary Election,5,20240307,2024-03-07T15:55:04,132091,110521,21570,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240307/summary.xml
2024-03-05,Presidential Primary Election,6,20240308,2024-03-08T15:56:54,193382,171812,21570,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240308/summary.xml
2024-03-05,Presidential Primary Election,7,20240309,2024-03-09T15:55:22,216280,194710,21570,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240309/summary.xml
2024-03-05,Presidential Primary Election,8,20240311,2024-03-11T15:58:33,222612,201042,21570,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240311/summary.xml
2024-03-05,Presidential Primary Election,9,20240312,2024-03-12T15:58:19,225406,203530,21876,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240312/summary.xml
2024-03-05,Presidential Primary Election,10,20240313,2024-03-13T15:57:26,226648,203829,22819,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240313/summary.xml
2024-03-05,Presidential Primary Election,11,20240314,2024-03-14T16:08:49,229227,203885,25342,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240314/summary.xml
2024-03-05,Presidential Primary Election,12,20240315,2024-03-15T16:03:34,233279,205360,27919,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240315/summary.xml
2024-03-05,Presidential Primary Election,13,20240320,2024-03-20T15:56:27,233424,205497,27927,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240320/summary.xml
2024-03-05,Presidential Primary Election,14,20240321,2024-03-21T15:58:24,233465,205536,27929,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240321/summary.xml
2024-03-05,Presidential Primary Election,15,20240322,2024-03-22T15:39:52,233465,205536,27929,500856,era_c_xml,header,https://www.sfelections.org/results/20240305/data/20240322/summary.xml
2024-11-05,Consolidated General Election,1,20241105_1,2024-11-05T20:41:41,197108,197108,0,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241105_1/summary.xml
2024-11-05,Consolidated General Election,2,20241105_2,2024-11-05T21:32:01,207592,197108,10484,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241105_2/summary.xml
2024-11-05,Consolidated General Election,3,20241105_3,2024-11-05T22:34:32,232985,197108,35877,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241105_3/summary.xml
2024-11-05,Consolidated General Election,4,20241105_4,2024-11-06T00:30:46,234453,197108,37345,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241105_4/summary.xml
2024-11-05,Consolidated General Election,5,20241107,2024-11-07T15:56:48,259218,221873,37345,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241107/summary.xml
2024-11-05,Consolidated General Election,6,20241108,2024-11-08T15:45:18,289135,251467,37668,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241108/summary.xml
2024-11-05,Consolidated General Election,7,20241109,2024-11-09T15:35:57,325114,287314,37800,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241109/summary.xml
2024-11-05,Consolidated General Election,8,20241110,2024-11-10T15:58:38,364959,326718,38241,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241110/summary.xml
2024-11-05,Consolidated General Election,9,20241111,2024-11-11T15:42:09,382292,342352,39940,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241111/summary.xml
2024-11-05,Consolidated General Election,10,20241112,2024-11-12T15:41:11,388758,347280,41478,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241112/summary.xml
2024-11-05,Consolidated General Election,11,20241113,2024-11-13T15:40:07,390437,348665,41772,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241113/summary.xml
2024-11-05,Consolidated General Election,12,20241114,2024-11-14T15:45:15,396543,351169,45374,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241114/summary.xml
2024-11-05,Consolidated General Election,13,20241115,2024-11-15T15:45:11,403466,351813,51653,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241115/summary.xml
2024-11-05,Consolidated General Election,14,20241116,2024-11-16T15:58:23,409747,352553,57194,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241116/summary.xml
2024-11-05,Consolidated General Election,15,20241118,2024-11-18T15:40:15,411708,353044,58664,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241118/summary.xml
2024-11-05,Consolidated General Election,16,20241119,2024-11-19T16:13:16,412041,353297,58744,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241119/summary.xml
2024-11-05,Consolidated General Election,17,20241121,2024-11-21T15:41:20,412090,353419,58671,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241121/summary.xml
2024-11-05,Consolidated General Election,18,20241203,2024-12-03T15:00:57,412231,353543,58688,522265,era_c_xml,header,https://www.sfelections.org/results/20241105/data/20241203/summary.xml
2025-09-16,Special Recall Election,1,20250916_1,2025-09-16T20:42:51,15468,15468,0,50273,era_c_xml,header,https://www.sfelections.org/results/20250916/data/20250916_1/summary.xml
2025-09-16,Special Recall Election,2,20250916_2,2025-09-16T22:43:53,16485,15468,1017,50273,era_c_xml,header,https://www.sfelections.org/results/20250916/data/20250916_2/summary.xml
2025-09-16,Special Recall Election,3,20250918,2025-09-18T15:42:02,21269,20252,1017,50273,era_c_xml,header,https://www.sfelections.org/results/20250916/data/20250918/summary.xml
2025-09-16,Special Recall Election,4,20250925,2025-09-25T15:20:15,21542,20372,1170,50273,era_c_xml,header,https://www.sfelections.org/results/20250916/data/20250925/summary.xml
2025-11-04,Statewide Special Election,1,20251104_1,2025-11-04T20:30:16,174760,174760,0,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251104_1/summary.xml
2025-11-04,Statewide Special Election,2,20251104_2,2025-11-04T23:25:03,196007,174760,21247,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251104_2/summary.xml
2025-11-04,Statewide Special Election,3,20251106,2025-11-06T15:39:48,209091,187844,21247,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251106/summary.xml
2025-11-04,Statewide Special Election,4,20251110,2025-11-10T15:33:27,265344,244097,21247,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251110/summary.xml
2025-11-04,Statewide Special Election,5,20251117,2025-11-17T15:27:28,291968,266287,25681,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251117/summary.xml
2025-11-04,Statewide Special Election,6,20251124,2025-11-24T15:25:57,294941,266619,28322,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251124/summary.xml
2025-11-04,Statewide Special Election,7,20251203,2025-12-03T14:57:43,295232,266904,28328,531310,era_c_xml,header,https://www.sfelections.org/results/20251104/data/20251203/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,1,20260602_1,2026-06-02T20:44:45,100817,100817,0,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260602_1/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,2,20260602_2,2026-06-02T21:42:45,108513,100817,7696,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260602_2/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,3,20260602_3,2026-06-02T22:29:48,124971,100817,24154,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260602_3/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,4,20260602_4,2026-06-03T00:18:40,125086,100817,24269,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260602_4/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,5,20260604,2026-06-04T15:58:23,140315,116046,24269,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260604/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,6,20260605,2026-06-05T15:57:15,176467,152198,24269,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260605/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,7,20260608,2026-06-08T15:58:58,222980,198711,24269,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260608/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,8,20260609,2026-06-09T15:58:14,259288,235019,24269,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260609/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,9,20260610,2026-06-10T15:58:40,264151,238627,25524,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260610/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,10,20260611,2026-06-11T15:58:30,269836,240132,29704,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260611/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,11,20260612,2026-06-12T15:58:28,271165,240359,30806,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260612/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,12,20260617,2026-06-17T15:58:42,271439,240511,30928,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260617/summary.xml
2026-06-02,Consolidated Statewide Direct Primary Election,13,20260625,2026-06-25T16:09:10,271520,240589,30931,533546,era_c_xml,header,https://www.sfelections.org/results/20260602/data/20260625/summary.xml
